         105709135 function calls (104083120 primitive calls) in 73.797 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   381207    0.380    0.000    0.680    0.000 context.py:1143(rel_curve_to)
   409198    0.363    0.000    0.679    0.000 context.py:143(save)
  3798644    0.666    0.000    0.666    0.000 __init__.py:80(_check_status)
    51072    0.149    0.000    0.657    0.000 url.py:19(normalize_url)
        2    0.001    0.000    0.652    0.326 decompositions.py:1(<module>)
     1596    0.017    0.000    0.641    0.000 <frozen importlib._bootstrap_external>:1007(get_code)
    13858    0.593    0.000    0.598    0.000 serialization.py:282(__init__)
   111742    0.507    0.000    0.594    0.000 context.py:1412(fill_preserve)
   409195    0.304    0.000    0.590    0.000 context.py:170(restore)
        1    0.000    0.000    0.581    0.581 fake_tensor.py:1(<module>)
        1    0.000    0.000    0.575    0.575 _guards.py:1(<module>)
    13858    0.018    0.000    0.570    0.000 serialization.py:269(_open_file_like)
      268    0.001    0.000    0.546    0.002 _tensor.py:920(__iter__)
      268    0.544    0.002    0.544    0.002 {method 'unbind' of 'torch._C._TensorBase' objects}
    13858    0.022    0.000    0.541    0.000 serialization.py:251(__init__)
   621547    0.484    0.000    0.533    0.000 parse.py:110(_coerce_args)
    13874    0.515    0.000    0.515    0.000 {built-in method io.open}
   390424    0.283    0.000    0.462    0.000 __init__.py:35(ascii_lower)
   284351    0.113    0.000    0.447    0.000 __init__.py:321(filter)
   148473    0.223    0.000    0.446    0.000 fonts.py:396(_init_pointer)
   593892    0.346    0.000    0.439    0.000 fonts.py:401(_check_status)
      532    0.002    0.000    0.435    0.001 surface.py:527(finish)
  5001969    0.433    0.000    0.433    0.000 {method 'append' of 'list' objects}
      532    0.414    0.001    0.426    0.001 surfaces.py:642(write_to_png)
17646/17587    0.234    0.000    0.425    0.000 {built-in method builtins.__build_class__}
   229360    0.231    0.000    0.417    0.000 context.py:926(move_to)
    13858    0.048    0.000    0.409    0.000 serialization.py:1125(persistent_load)
   445422    0.328    0.000    0.408    0.000 copy.py:243(_keep_alive)
   223484    0.228    0.000    0.390    0.000 context.py:306(set_source_rgba)
     1596    0.006    0.000    0.386    0.000 <frozen importlib._bootstrap_external>:1127(get_data)
   180039    0.156    0.000    0.370    0.000 tree.py:281(namespace_url)
   118859    0.250    0.000    0.358    0.000 ElementTree.py:1637(_start)
  1877665    0.357    0.000    0.357    0.000 {method 'split' of 'str' objects}
      533    0.249    0.000    0.347    0.001 ElementTree.py:803(_namespaces)
    17557    0.061    0.000    0.347    0.000 parser.py:318(__new__)
   360078    0.344    0.000    0.344    0.000 __init__.py:104(<listcomp>)
   284351    0.258    0.000    0.334    0.000 _parser.py:1090(expand_template)
   539097    0.333    0.000    0.333    0.000 __init__.py:315(_subx)
  1315760    0.329    0.000    0.329    0.000 {method 'format' of 'str' objects}
  1821367    0.325    0.000    0.325    0.000 {method 'replace' of 'str' objects}
     1692    0.015    0.000    0.324    0.000 <frozen importlib._bootstrap>:1056(_find_spec)
    23452    0.181    0.000    0.321    0.000 ElementTree.py:1325(XML)
    13858    0.074    0.000    0.315    0.000 serialization.py:1109(load_tensor)
  1533169    0.312    0.000    0.312    0.000 {method 'group' of 're.Match' objects}
     6553    0.006    0.000    0.306    0.000 __init__.py:3066(push_san)
  2725265    0.306    0.000    0.306    0.000 {method 'strip' of 'str' objects}
     6553    0.019    0.000    0.304    0.000 __init__.py:3710(copy)
     1596    0.301    0.000    0.301    0.000 {built-in method io.open_code}
     1670    0.002    0.000    0.297    0.000 <frozen importlib._bootstrap_external>:1496(find_spec)
     1670    0.012    0.000    0.295    0.000 <frozen importlib._bootstrap_external>:1464(_get_spec)
   180039    0.170    0.000    0.288    0.000 tree.py:293(classes)
118859/533    0.063    0.000    0.281    0.001 defs.py:49(parse_all_defs)
    17056    0.070    0.000    0.279    0.000 svg.py:202(_coord)
    13858    0.060    0.000    0.275    0.000 serialization.py:66(_is_zipfile)
    13858    0.023    0.000    0.274    0.000 _utils.py:166(_rebuild_tensor_v2)
   449012    0.145    0.000    0.264    0.000 helpers.py:95(point_angle)
   555631    0.166    0.000    0.264    0.000 tree.py:288(id)
     2261    0.022    0.000    0.262    0.000 <frozen importlib._bootstrap_external>:1604(find_spec)
   735007    0.216    0.000    0.260    0.000 {method 'write' of '_io.TextIOWrapper' objects}
    34581    0.117    0.000    0.258    0.000 shapes.py:73(rect)
    41574    0.183    0.000    0.258    0.000 serialization.py:1158(find_class)
   148473    0.140    0.000    0.256    0.000 context.py:410(set_antialias)
   156509    0.135    0.000    0.253    0.000 context.py:976(rel_line_to)
    57028    0.253    0.000    0.253    0.000 {method 'read' of '_io.BufferedReader' objects}
    13858    0.023    0.000    0.251    0.000 _utils.py:145(_rebuild_tensor)
    28746    0.051    0.000    0.245    0.000 parser.py:135(_consume_declaration_in_list)
   148474    0.128    0.000    0.244    0.000 context.py:587(set_miter_limit)
   555631    0.241    0.000    0.241    0.000 tree.py:89(__init__)
   223484    0.168    0.000    0.238    0.000 helpers.py:35(paint)
        1    0.000    0.000    0.236    0.236 networks.py:146(__init__)
     6553    0.013    0.000    0.235    0.000 __init__.py:3729(<listcomp>)
        6    0.001    0.000    0.232    0.039 functional.py:1(<module>)
637025/636183    0.217    0.000    0.229    0.000 {built-in method __new__ of type object at 0x00007FFE8503A4B0}
    57478    0.129    0.000    0.227    0.000 context.py:850(get_current_point)
    25777    0.059    0.000    0.222    0.000 copy.py:66(copy)
   148473    0.110    0.000    0.221    0.000 fonts.py:434(set_antialias)
   118859    0.170    0.000    0.218    0.000 defs.py:61(parse_def)
   179506    0.217    0.000    0.217    0.000 parser.py:181(<listcomp>)
   884411    0.217    0.000    0.217    0.000 {method 'search' of 're.Pattern' objects}
   180039    0.166    0.000    0.215    0.000 tree.py:345(_split_etree_tag)
   102160    0.104    0.000    0.214    0.000 enum.py:1494(__or__)
   148473    0.106    0.000    0.209    0.000 context.py:1825(set_font_options)
   148473    0.101    0.000    0.204    0.000 fonts.py:465(set_hint_style)
  1828895    0.202    0.000    0.202    0.000 {method 'pop' of 'list' objects}
1659/1537    0.003    0.000    0.202    0.000 <frozen importlib._bootstrap>:566(module_from_spec)
  1242847    0.202    0.000    0.202    0.000 {method 'endswith' of 'str' objects}
     6553    0.035    0.000    0.201    0.000 __init__.py:2977(parse_san)
   148473    0.098    0.000    0.200    0.000 fonts.py:478(set_hint_metrics)
     6585    0.194    0.000    0.194    0.000 {built-in method nt.stat}
     6362    0.004    0.000    0.192    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
  2231266    0.187    0.000    0.187    0.000 {built-in method builtins.id}
       20    0.001    0.000    0.182    0.009 utils.py:1(<module>)
    13858    0.008    0.000    0.181    0.000 serialization.py:254(__exit__)
     2104    0.021    0.000    0.181    0.000 batchnorm.py:137(forward)
    28746    0.022    0.000    0.180    0.000 serializer.py:1(serialize)
      331    0.155    0.000    0.177    0.001 {method 'to' of 'torch._C._TensorBase' objects}
    28746    0.075    0.000    0.176    0.000 parser.py:86(_parse_declaration)
   179506    0.141    0.000    0.175    0.000 features.py:49(match_features)
    13858    0.173    0.000    0.173    0.000 {method 'close' of '_io.BufferedReader' objects}
   216443    0.169    0.000    0.169    0.000 {method 'findall' of 're.Pattern' objects}
   247143    0.169    0.000    0.169    0.000 helpers.py:182(quadratic_points)
   180039    0.166    0.000    0.166    0.000 parser.py:214(<listcomp>)
    34048    0.049    0.000    0.154    0.000 parse.py:483(urlunparse)
    28746    0.030    0.000    0.154    0.000 serializer.py:99(_serialize_to)
   111742    0.079    0.000    0.153    0.000 context.py:549(set_line_width)
     1596    0.004    0.000    0.152    0.000 <frozen importlib._bootstrap_external>:727(_compile_bytecode)
        3    0.000    0.000    0.146    0.049 module.py:1039(to)
     48/3    0.005    0.000    0.146    0.049 module.py:795(_apply)
   470106    0.146    0.000    0.146    0.000 ElementTree.py:1038(_escape_attrib)
    35/20    0.000    0.000    0.145    0.007 <frozen importlib._bootstrap_external>:1231(create_module)
    35/20    0.040    0.001    0.145    0.007 {built-in method _imp.create_dynamic}
     1596    0.145    0.000    0.145    0.000 {built-in method marshal.loads}
     6553    0.008    0.000    0.145    0.000 __init__.py:2315(find_move)
   388975    0.143    0.000    0.143    0.000 {method 'update' of 'dict' objects}
    57492    0.121    0.000    0.143    0.000 tokenizer.py:231(_consume_ident)
   102272    0.097    0.000    0.142    0.000 __init__.py:701(piece_at)
    14129    0.142    0.000    0.142    0.000 {built-in method torch.tensor}
       68    0.000    0.000    0.139    0.002 module.py:1139(convert)
   445455    0.101    0.000    0.138    0.000 {built-in method builtins.getattr}
    23452    0.137    0.000    0.137    0.000 {method 'feed' of 'xml.etree.ElementTree.XMLParser' objects}
   915709    0.132    0.000    0.132    0.000 {method 'get' of 'xml.etree.ElementTree.Element' objects}
      532    0.004    0.000    0.131    0.000 Image.py:889(convert)
        1    0.000    0.000    0.130    0.130 polyfuncs.py:1(<module>)
        1    0.000    0.000    0.129    0.129 specialpolys.py:1(<module>)
   347028    0.129    0.000    0.129    0.000 colors.py:227(<genexpr>)
     6558    0.007    0.000    0.129    0.000 __init__.py:1861(is_legal)
    51074    0.087    0.000    0.127    0.000 <frozen ntpath>:87(isabs)
    13964    0.050    0.000    0.125    0.000 <frozen ntpath>:107(join)
     2104    0.008    0.000    0.125    0.000 functional.py:2419(batch_norm)
    25777    0.034    0.000    0.124    0.000 copy.py:259(_reconstruct)
        1    0.000    0.000    0.123    0.123 _optical_flow.py:1(<module>)
        3    0.005    0.002    0.122    0.041 __init__.py:410(_attack_table)
    51701    0.033    0.000    0.121    0.000 svg.py:182(_attrs)
    13858    0.120    0.000    0.120    0.000 {built-in method torch._C.get_record}
        1    0.000    0.000    0.119    0.119 rings.py:1(<module>)
      263    0.006    0.000    0.119    0.000 rl.py:1347(<listcomp>)
   449012    0.119    0.000    0.119    0.000 {built-in method math.atan2}
486578/486510    0.092    0.000    0.119    0.000 {method 'join' of 'str' objects}
    27149    0.022    0.000    0.118    0.000 ast.py:323(_serialize_to)
    36197    0.028    0.000    0.117    0.000 __init__.py:208(findall)
   142133    0.066    0.000    0.117    0.000 tokenizer.py:213(_is_ident_start)
    10816    0.028    0.000    0.116    0.000 __init__.py:371(_sliding_attacks)
      532    0.010    0.000    0.115    0.000 ImageFile.py:155(load)
   653811    0.114    0.000    0.114    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.112    0.112 sympify.py:1(<module>)
  1186988    0.110    0.000    0.110    0.000 {method 'end' of 're.Match' objects}
     2104    0.107    0.000    0.107    0.000 {built-in method torch.batch_norm}
   105694    0.065    0.000    0.107    0.000 enum.py:691(__call__)
      532    0.002    0.000    0.107    0.000 __init__.py:2389(fen)
      532    0.003    0.000    0.105    0.000 __init__.py:2657(epd)
   149535    0.104    0.000    0.104    0.000 __init__.py:58(__call__)
959611/957657    0.102    0.000    0.104    0.000 {built-in method builtins.len}
    13858    0.101    0.000    0.101    0.000 {built-in method torch._C.get_storage_from_record}
    17024    0.008    0.000    0.101    0.000 parse.py:329(geturl)
    61210    0.055    0.000    0.101    0.000 context.py:1221(close_path)
    17557    0.015    0.000    0.101    0.000 tree.py:48(from_xml_root)
     6558    0.041    0.000    0.099    0.000 __init__.py:2176(push)
   706758    0.098    0.000    0.098    0.000 ElementTree.py:1620(_fixname)
    11414    0.063    0.000    0.094    0.000 <frozen importlib._bootstrap_external>:96(_path_join)
    40453    0.059    0.000    0.093    0.000 matrix.py:39(__init__)
    53242    0.054    0.000    0.092    0.000 helpers.py:248(<listcomp>)
    55886    0.048    0.000    0.091    0.000 context.py:959(line_to)
    13858    0.090    0.000    0.090    0.000 {method 'set_' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.090    0.090 latex.py:1(<module>)
    60648    0.054    0.000    0.090    0.000 helpers.py:191(rotate)
    13858    0.037    0.000    0.088    0.000 _tensor.py:237(_typed_storage)
    53810    0.057    0.000    0.088    0.000 __init__.py:219(square_distance)
      533    0.029    0.000    0.088    0.000 __init__.py:1223(__str__)
  1058810    0.087    0.000    0.087    0.000 {method 'lower' of 'str' objects}
        2    0.000    0.000    0.086    0.043 errors.py:1(<module>)
    17557    0.035    0.000    0.085    0.000 tree.py:81(_from_root)
     1578    0.005    0.000    0.085    0.000 linear.py:113(forward)
       14    0.000    0.000    0.085    0.006 init.py:366(kaiming_uniform_)
       28    0.085    0.003    0.085    0.003 {method 'uniform_' of 'torch._C._TensorBase' objects}
      532    0.026    0.000    0.083    0.000 __init__.py:955(board_fen)
      532    0.083    0.000    0.083    0.000 {method 'decode' of 'ImagingDecoder' objects}
   219184    0.083    0.000    0.083    0.000 colors.py:234(<genexpr>)
    51701    0.083    0.000    0.083    0.000 svg.py:183(<dictcomp>)
    42560    0.048    0.000    0.083    0.000 context.py:1115(curve_to)
        1    0.000    0.000    0.081    0.081 indexed.py:1(<module>)
        1    0.000    0.000    0.081    0.081 eager_transforms.py:1(<module>)
        1    0.000    0.000    0.080    0.080 _diagnostic.py:1(<module>)
   315843    0.079    0.000    0.079    0.000 {method 'rfind' of 'str' objects}
    28746    0.019    0.000    0.079    0.000 serializer.py:57(serialize_name)
    25777    0.008    0.000    0.078    0.000 copyreg.py:104(__newobj__)
     1578    0.078    0.000    0.078    0.000 {built-in method torch._C._nn.linear}
       10    0.000    0.000    0.078    0.008 linear.py:1(<module>)
     1066    0.058    0.000    0.077    0.000 ElementTree.py:753(_get_writer)
    30343    0.027    0.000    0.076    0.000 ast.py:241(__init__)
    35114    0.045    0.000    0.075    0.000 context.py:999(rectangle)
    28746    0.070    0.000    0.075    0.000 ast.py:750(__init__)
   118859    0.052    0.000    0.075    0.000 ElementTree.py:1649(_end)
    13885    0.008    0.000    0.075    0.000 <frozen os>:773(getenv)
        1    0.000    0.000    0.075    0.075 _infra.py:1(<module>)
    97932    0.074    0.000    0.074    0.000 {method 'new' of '_cffi_backend.FFI' objects}
   223484    0.072    0.000    0.072    0.000 defs.py:70(gradient_or_pattern)
        1    0.000    0.000    0.071    0.071 basic.py:1(<module>)
      532    0.004    0.000    0.071    0.000 Image.py:3174(open)
    15748    0.041    0.000    0.071    0.000 __init__.py:1682(generate_pseudo_legal_moves)
   390432    0.071    0.000    0.071    0.000 {method 'encode' of 'str' objects}
      532    0.001    0.000    0.070    0.000 transforms.py:154(__call__)
        6    0.000    0.000    0.070    0.012 linear.py:90(__init__)
        6    0.000    0.000    0.070    0.012 linear.py:103(reset_parameters)
      532    0.008    0.000    0.069    0.000 functional.py:179(pil_to_tensor)
    27954    0.055    0.000    0.069    0.000 <frozen ntpath>:154(splitdrive)
    41496    0.039    0.000    0.069    0.000 context.py:511(set_line_cap)
    19786    0.069    0.000    0.069    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.069    0.069 formatter.py:1(<module>)
    34048    0.038    0.000    0.068    0.000 parse.py:494(urlunsplit)
      536    0.001    0.000    0.068    0.000 contextlib.py:132(__enter__)
     6558    0.017    0.000    0.068    0.000 __init__.py:1812(is_pseudo_legal)
    13902    0.017    0.000    0.067    0.000 <frozen _collections_abc>:771(get)
      737    0.067    0.000    0.067    0.000 {built-in method nt.listdir}
   392638    0.067    0.000    0.067    0.000 {method 'decode' of 'bytes' objects}
      204    0.000    0.000    0.066    0.000 __init__.py:225(compile)
        1    0.000    0.000    0.066    0.066 surface.py:1(<module>)
     2305    0.003    0.000    0.066    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
      177    0.001    0.000    0.066    0.000 _compiler.py:738(compile)
        1    0.000    0.000    0.064    0.064 assumptions.py:1(<module>)
    10378    0.061    0.000    0.064    0.000 rl.py:1315(get_score)
   621547    0.064    0.000    0.064    0.000 parse.py:99(_noop)
   742370    0.063    0.000    0.063    0.000 copy.py:182(_deepcopy_atomic)
     2102    0.001    0.000    0.063    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
    56945    0.062    0.000    0.062    0.000 context.py:843(has_current_point)
    38839    0.035    0.000    0.062    0.000 context.py:670(translate)
        1    0.000    0.000    0.062    0.062 facts.py:405(__init__)
        1    0.000    0.000    0.061    0.061 proxy_tensor.py:1(<module>)
    72394    0.048    0.000    0.061    0.000 matrix.py:172(invert)
    21280    0.045    0.000    0.060    0.000 context.py:1025(arc)
        2    0.000    0.000    0.059    0.030 python.py:1(<module>)
    36197    0.033    0.000    0.059    0.000 context.py:727(transform)
22248/22203    0.010    0.000    0.058    0.000 {built-in method builtins.any}
   360671    0.058    0.000    0.058    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.057    0.057 mock.py:1(<module>)
       98    0.000    0.000    0.057    0.001 dataclasses.py:1209(wrap)
     8234    0.008    0.000    0.057    0.000 __init__.py:3554(generate_legal_moves)
       98    0.004    0.000    0.057    0.001 dataclasses.py:884(_process_class)
    35178    0.021    0.000    0.057    0.000 svg.py:186(_select_color)
     3192    0.012    0.000    0.057    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
6014/5661    0.005    0.000    0.056    0.000 typing.py:338(inner)
   149539    0.056    0.000    0.056    0.000 {method 'gc' of '_cffi_backend.FFI' objects}
     1659    0.007    0.000    0.056    0.000 <frozen importlib._bootstrap>:493(_init_module_attrs)
      449    0.001    0.000    0.055    0.000 __init__.py:80(decomposition_decorator)
      532    0.009    0.000    0.054    0.000 Image.py:3242(_open_core)
       98    0.000    0.000    0.054    0.001 dataclasses.py:1192(dataclass)
        1    0.000    0.000    0.053    0.053 polytools.py:1(<module>)
     6558    0.010    0.000    0.053    0.000 __init__.py:1796(is_into_check)
    82108    0.050    0.000    0.053    0.000 {built-in method builtins.hasattr}
    35112    0.028    0.000    0.052    0.000 context.py:530(set_line_join)
        1    0.000    0.000    0.052    0.052 _jit_internal.py:1(<module>)
    12776    0.017    0.000    0.051    0.000 serializer.py:20(serialize_identifier)
      424    0.023    0.000    0.051    0.000 assumptions.py:596(__init__)
   142133    0.044    0.000    0.050    0.000 tokenizer.py:204(_is_name_start)
     6553    0.011    0.000    0.050    0.000 __init__.py:1357(copy)
    13923    0.030    0.000    0.050    0.000 <frozen os>:674(__getitem__)
    34048    0.026    0.000    0.050    0.000 context.py:493(set_fill_rule)
        1    0.000    0.000    0.049    0.049 partfrac.py:1(<module>)
        1    0.000    0.000    0.049    0.049 decorator.py:60(xthreaded)
        1    0.000    0.000    0.049    0.049 decorator.py:11(threaded_factory)
   351003    0.048    0.000    0.048    0.000 {method 'items' of 'dict' objects}
      550    0.001    0.000    0.048    0.000 _pytree.py:194(tree_map)
     7087    0.009    0.000    0.047    0.000 __init__.py:1560(__init__)
    13858    0.012    0.000    0.046    0.000 serialization.py:1179(_is_torchscript_zip)
     1596    0.002    0.000    0.046    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
        1    0.000    0.000    0.046    0.046 constructor.py:1(<module>)
     1411    0.001    0.000    0.045    0.000 inspect.py:3277(signature)
   128504    0.045    0.000    0.045    0.000 __init__.py:711(piece_type_at)
        1    0.000    0.000    0.045    0.045 __init__.py:159(_load_global_deps)
        2    0.000    0.000    0.045    0.022 platform.py:919(system)
        2    0.000    0.000    0.045    0.022 platform.py:830(uname)
    27716    0.045    0.000    0.045    0.000 {function _load.<locals>.UnpicklerWrapper.find_class at 0x0000025A1092F600}
        2    0.000    0.000    0.044    0.022 quantize.py:1(<module>)
   735007    0.044    0.000    0.044    0.000 <frozen codecs>:276(reset)
     1411    0.001    0.000    0.044    0.000 inspect.py:3023(from_callable)
   149539    0.044    0.000    0.044    0.000 __init__.py:54(__init__)
   390424    0.044    0.000    0.044    0.000 {method 'lower' of 'bytes' objects}
1666/1411    0.008    0.000    0.043    0.000 inspect.py:2426(_signature_from_callable)
    40472    0.019    0.000    0.042    0.000 __init__.py:472(symbol)
      225    0.001    0.000    0.042    0.000 function.py:162(__init__)
      550    0.000    0.000    0.042    0.000 _pytree.py:196(<listcomp>)
       85    0.000    0.000    0.042    0.000 dispatcher.py:178(add)
        1    0.007    0.007    0.042    0.042 facts.py:134(apply_beta_to_alpha_route)
   105694    0.041    0.000    0.041    0.000 enum.py:1096(__new__)
       85    0.000    0.000    0.041    0.000 dispatcher.py:222(reorder)
      592    0.003    0.000    0.041    0.000 __init__.py:31(_add_op_to_registry)
      177    0.001    0.000    0.041    0.000 _parser.py:970(parse)
      532    0.004    0.000    0.040    0.000 ImageFile.py:88(__init__)
      454    0.000    0.000    0.040    0.000 __init__.py:127(register)
        4    0.000    0.000    0.040    0.010 random.py:1(<module>)
  660/177    0.003    0.000    0.040    0.000 _parser.py:447(_parse_sub)
        1    0.000    0.000    0.039    0.039 connectionpool.py:1(<module>)
        1    0.000    0.000    0.039    0.039 platform.py:363(win32_ver)
    57492    0.028    0.000    0.039    0.000 ast.py:207(__init__)
        1    0.000    0.000    0.039    0.039 platform.py:263(_syscmd_ver)
  996/190    0.016    0.000    0.039    0.000 _parser.py:507(_parse)
   237718    0.039    0.000    0.039    0.000 {method 'items' of 'xml.etree.ElementTree.Element' objects}
        3    0.000    0.000    0.038    0.013 numbers.py:1(<module>)
     3227    0.002    0.000    0.037    0.000 <frozen importlib._bootstrap>:392(cached)
    27716    0.030    0.000    0.037    0.000 storage.py:404(__init__)
     1464    0.005    0.000    0.037    0.000 _ops.py:447(__getattr__)
        3    0.000    0.000    0.037    0.012 connection.py:1(<module>)
     1631    0.003    0.000    0.036    0.000 <frozen importlib._bootstrap_external>:567(_get_cached)
        1    0.004    0.004    0.035    0.035 _meta_registrations.py:2649(activate_meta)
        5    0.000    0.000    0.035    0.007 parser.py:1(<module>)
      532    0.008    0.000    0.035    0.000 PngImagePlugin.py:728(_open)
        1    0.000    0.000    0.034    0.034 ctx_fp.py:1(<module>)
    51785    0.026    0.000    0.034    0.000 enum.py:192(__get__)
        1    0.000    0.000    0.034    0.034 subprocess.py:417(check_output)
        1    0.000    0.000    0.034    0.034 subprocess.py:506(run)
    13858    0.034    0.000    0.034    0.000 {built-in method torch._C.get_all_records}
      307    0.002    0.000    0.034    0.000 dataclasses.py:413(_create_fn)
        1    0.000    0.000    0.034    0.034 expr.py:1(<module>)
        1    0.000    0.000    0.033    0.033 iterables.py:1(<module>)
    35178    0.022    0.000    0.033    0.000 svg.py:190(_color)
   158103    0.033    0.000    0.033    0.000 ast.py:53(__init__)
